sim_id,iccid,msisdn,sim_type,status,issue_date
7933,89014189690948200008,,Micro,Active,2025-10-18
7934,89014704142636579420,,Micro,Inactive,2022-02-23
7935,89014623834592050196,,Micro,Active,2024-11-13
7936,89014940493881885536,,Nano,Blocked,2023-06-24
7937,89014099086003556886,,Nano,Active,2025-06-10
7938,89014026429859844315,,Nano,Active,2024-07-11
7939,89014929271054046443,,Nano,Inactive,2022-12-14
7940,89014970913720439903,,Nano,Active,2023-11-27
7941,89014368430522715134,,Nano,Active,2024-05-07
7942,89014220184389867666,,Nano,Inactive,2023-05-24
7943,89014767706264842814,,Nano,Active,2025-01-26
7944,89014337445189500488,,Nano,Active,2025-03-27
7945,89014077160026823850,,Nano,Blocked,2026-03-16
7946,89014554215569423055,,Micro,Active,2024-09-22
7947,89014133657804874412,,Nano,Active,2021-09-20
7948,89014839361709312212,,Nano,Inactive,2025-03-14
7949,89014641521425150382,,Nano,Active,2022-04-05
7950,89014862003204406111,,Micro,Active,2023-01-30
7951,89014775361838720112,,Nano,Active,2022-01-14
7952,89014647495790572332,,Nano,Inactive,2024-08-17
7953,89014497880151893101,,Nano,Active,2023-12-18
7954,89014892465549853520,,Nano,Active,2024-10-15
7955,89014878559485158447,,Micro,Inactive,2024-06-01
7956,89014903438595999035,,Nano,Inactive,2025-06-21
7957,89014785405627258487,,Nano,Inactive,2022-01-03
7958,89014965662365586622,,Nano,Inactive,2023-03-24
7959,89014281246575169905,,Nano,Active,2024-02-10
7960,89014348044746354241,,Micro,Inactive,2024-04-07
7961,89014081029502977622,,Nano,Active,2025-03-13
7962,89014711666923175027,,Micro,Active,2026-01-19
7963,89014420803441288904,,Nano,Active,2021-10-07
7964,89014854876329381130,,Nano,Active,2025-11-17
