subscription_id,customer_id,msisdn,plan_id,activation_date,expiry_date,status,renewal_type
3780,1780,9502110897,2008,2026-06-07,2027-06-07,Active,Auto
3781,1781,9536373493,2012,2025-12-07,2026-01-04,Expired,Auto
3782,1782,9631457717,2024,2026-06-30,2026-07-07,Expired,Manual
3783,1783,9480285619,2024,2026-04-14,2026-04-21,Expired,Auto
3784,1784,9143369748,2009,2026-07-07,2026-07-14,Expired,Manual
3785,1785,9992816237,2017,2026-01-29,2027-01-29,Active,Auto
3786,1786,9863005622,2021,2026-08-01,2026-10-24,Active,Auto
3787,1787,9373597801,2021,2026-01-26,2026-04-20,Expired,Auto
3788,1788,9230294719,2023,2026-05-22,2026-07-17,Expired,Auto
3789,1789,9930876997,2008,2025-11-01,2026-11-01,Active,Auto
3790,1790,9357747761,2025,2026-05-10,2026-05-11,Expired,Auto
3791,1791,9456351512,2019,2025-10-08,2026-04-06,Expired,Auto
3792,1792,9742370033,2024,2026-03-18,2026-03-25,Expired,Manual
3793,1793,9329668941,2005,2026-03-07,2026-03-08,Expired,Manual
3794,1794,9860866938,2020,2026-02-21,2027-02-21,Active,Auto
3795,1795,9449516645,2014,2026-02-16,2026-04-13,Expired,Auto
3796,1796,9726423917,2009,2025-11-28,2025-12-05,Expired,Auto
3797,1797,9877032550,2002,2026-02-21,2026-02-28,Expired,Manual
3798,1798,9191889111,2008,2025-08-23,2026-08-23,Active,Auto
3799,1799,9074570229,2012,2025-11-18,2025-12-16,Expired,Auto
3800,1800,9985210421,2011,2026-02-18,2026-08-17,Active,Manual
3801,1801,9619105728,2007,2026-04-08,2026-04-15,Expired,Auto
3802,1802,9072417610,2002,2025-08-23,2025-08-30,Expired,Auto
3803,1803,9791189402,2023,2025-11-17,2026-01-12,Expired,Auto
3804,1804,9996027488,2014,2025-10-02,2025-11-27,Expired,Auto
3805,1805,9919835101,2011,2025-09-06,2026-03-05,Expired,Manual
3806,1806,9579542300,2020,2025-09-23,2026-09-23,Active,Auto
3807,1807,9047797926,2021,2026-03-07,2026-05-30,Expired,Auto
3808,1808,9170017491,2024,2026-06-16,2026-06-23,Expired,Manual
3809,1809,9456057502,2004,2025-08-18,2025-10-13,Expired,Manual
3810,1810,9635739998,2004,2025-10-05,2025-11-30,Expired,Auto
3811,1811,9495006663,2018,2026-07-20,2026-09-14,Active,Auto
3812,1812,9962578410,2008,2026-01-11,2027-01-11,Active,Auto
3813,1813,9155023129,2001,2025-10-06,2025-10-07,Expired,Auto
3814,1814,9569679306,2009,2026-05-25,2026-06-01,Expired,Auto
3815,1815,9892959600,2025,2026-01-23,2026-01-24,Expired,Auto
3816,1816,9931149828,2010,2026-06-02,2026-11-29,Active,Auto
3817,1817,9951316861,2017,2026-01-15,2027-01-15,Active,Auto
3818,1818,9455872401,2025,2025-12-23,2025-12-24,Expired,Auto
3819,1819,9334731107,2024,2026-02-10,2026-02-17,Expired,Manual
3820,1820,9741554062,2006,2025-08-16,2025-09-15,Expired,Auto
3821,1821,9088911836,2016,2026-07-16,2026-10-14,Active,Manual
3822,1822,9920614869,2015,2025-08-20,2025-08-21,Expired,Auto
3823,1823,9647163979,2009,2026-04-09,2026-04-16,Expired,Auto
3824,1824,9425709568,2009,2025-11-27,2025-12-04,Expired,Auto
3825,1825,9812576347,2009,2026-05-18,2026-05-25,Expired,Auto
3826,1826,9901281723,2007,2026-01-08,2026-01-15,Expired,Auto
3827,1827,9606159969,2004,2025-10-08,2025-12-03,Expired,Manual
3828,1828,9852722715,2008,2025-09-20,2026-09-20,Active,Auto
3829,1829,9130438532,2022,2026-02-15,2026-03-17,Expired,Auto
3830,1830,9158781453,2006,2026-05-13,2026-06-12,Expired,Auto
3831,1831,9867842317,2010,2026-06-06,2026-12-03,Active,Manual
3832,1832,9874974724,2002,2026-03-25,2026-04-01,Expired,Auto
3833,1833,9735981530,2022,2026-01-29,2026-02-28,Expired,Manual
3834,1834,9441625786,2014,2026-04-17,2026-06-12,Expired,Auto
3835,1835,9961240954,2019,2026-06-06,2026-12-03,Active,Auto
3836,1836,9827284871,2014,2026-02-06,2026-04-03,Expired,Manual
3837,1837,9440265125,2001,2025-10-31,2025-11-01,Expired,Manual
3838,1838,9981340400,2008,2026-03-22,2027-03-22,Active,Auto
3839,1839,9422588457,2013,2025-12-10,2026-03-10,Expired,Auto
3840,1840,9261794508,2004,2026-01-31,2026-03-28,Expired,Manual
3841,1841,9632466340,2002,2026-06-13,2026-06-20,Expired,Auto
3842,1842,9517979820,2009,2025-10-15,2025-10-22,Expired,Auto
3843,1843,9839182337,2017,2026-01-17,2027-01-17,Active,Auto
3844,1844,9180579219,2003,2026-07-22,2026-10-20,Active,Auto
3845,1845,9143319358,2012,2026-07-12,2026-08-09,Active,Auto
3846,1846,9982365921,2006,2026-07-26,2026-08-25,Active,Auto
3847,1847,9011323002,2001,2026-02-02,2026-02-03,Expired,Auto
3848,1848,9810572739,2005,2026-01-13,2026-01-14,Expired,Auto
3849,1849,9594089145,2021,2025-12-22,2026-03-16,Expired,Auto
3850,1850,9705315132,2010,2026-02-11,2026-08-10,Active,Auto
3851,1851,9794517860,2016,2025-12-27,2026-03-27,Expired,Auto
3852,1852,9040988054,2001,2026-04-11,2026-04-12,Expired,Manual
3853,1853,9405300991,2011,2026-04-22,2026-10-19,Active,Auto
3854,1854,9212086862,2017,2025-10-17,2026-10-17,Active,Manual
3855,1855,9446339874,2013,2025-09-06,2025-12-05,Expired,Auto
3856,1856,9846121822,2019,2025-10-23,2026-04-21,Expired,Auto
3857,1857,9325737452,2025,2026-02-14,2026-02-15,Expired,Manual
3858,1858,9913235075,2015,2025-11-12,2025-11-13,Expired,Manual
3859,1859,9070789348,2017,2026-03-12,2027-03-12,Active,Auto
3860,1860,9651730485,2017,2026-06-04,2027-06-04,Active,Auto
3861,1861,9044284795,2009,2026-06-25,2026-07-02,Expired,Auto
3862,1862,9358375261,2003,2025-12-22,2026-03-22,Expired,Auto
3863,1863,9065775470,2013,2025-12-19,2026-03-19,Expired,Auto
3864,1864,9945438284,2018,2026-07-26,2026-09-20,Active,Auto
3865,1865,9623666135,2020,2025-09-30,2026-09-30,Active,Auto
3866,1866,9557620186,2016,2025-10-30,2026-01-28,Expired,Manual
3867,1867,9916279696,2002,2026-01-27,2026-02-03,Expired,Auto
3868,1868,9688445641,2019,2026-08-08,2027-02-04,Active,Auto
3869,1869,9604096783,2009,2025-09-28,2025-10-05,Expired,Manual
3870,1870,9946822836,2019,2026-06-06,2026-12-03,Active,Manual
3871,1871,9400994219,2023,2026-04-05,2026-05-31,Expired,Auto
3872,1872,9272768772,2003,2026-02-18,2026-05-19,Expired,Auto
3873,1873,9941114386,2012,2026-06-25,2026-07-23,Expired,Auto
3874,1874,9604049518,2007,2026-03-16,2026-03-23,Expired,Auto
3875,1875,9370121582,2008,2026-08-02,2027-08-02,Active,Auto
3876,1876,9916707768,2016,2026-03-14,2026-06-12,Expired,Auto
3877,1877,9436276620,2019,2025-09-10,2026-03-09,Expired,Auto
3878,1878,9949597990,2022,2025-11-21,2025-12-21,Expired,Auto
3879,1879,9476792837,2008,2026-03-02,2027-03-02,Active,Auto
3880,1880,9932056913,2025,2026-02-08,2026-02-09,Expired,Auto
3881,1881,9502449412,2004,2025-10-14,2025-12-09,Expired,Auto
3882,1882,9915323908,2016,2026-05-27,2026-08-25,Active,Auto
3883,1883,9136802588,2010,2026-05-30,2026-11-26,Active,Auto
3884,1884,9770595396,2022,2026-01-20,2026-02-19,Expired,Manual
3885,1885,9429642099,2025,2026-03-10,2026-03-11,Expired,Auto
3886,1886,9768220698,2024,2026-06-03,2026-06-10,Expired,Auto
3887,1887,9691364042,2002,2026-03-11,2026-03-18,Expired,Auto
3888,1888,9547891427,2010,2025-12-31,2026-06-29,Expired,Auto
3889,1889,9438303400,2021,2025-12-05,2026-02-27,Expired,Auto
3890,1890,9030212975,2010,2026-01-19,2026-07-18,Expired,Manual
3891,1891,9962269025,2015,2026-05-19,2026-05-20,Expired,Manual
3892,1892,9887348561,2023,2026-05-24,2026-07-19,Expired,Auto
3893,1893,9679413933,2020,2026-01-18,2027-01-18,Active,Auto
3894,1894,9023427973,2004,2025-11-08,2026-01-03,Expired,Auto
3895,1895,9984238513,2008,2026-03-23,2027-03-23,Active,Auto
3896,1896,9065164218,2004,2025-11-30,2026-01-25,Expired,Auto
3897,1897,9465114291,2002,2026-02-17,2026-02-24,Expired,Manual
3898,1898,9226658063,2024,2025-11-24,2025-12-01,Expired,Auto
3899,1899,9087921746,2025,2026-03-29,2026-03-30,Expired,Auto
3900,1900,9805030615,2003,2025-08-23,2025-11-21,Expired,Auto
3901,1901,9141509800,2025,2025-10-15,2025-10-16,Expired,Auto
3902,1902,9252576787,2006,2026-03-06,2026-04-05,Expired,Manual
3903,1903,9258117595,2013,2026-01-06,2026-04-06,Expired,Auto
3904,1904,9559938913,2003,2025-09-04,2025-12-03,Expired,Auto
3905,1905,9053076264,2001,2025-08-12,2025-08-13,Expired,Auto
3906,1906,9884280551,2024,2025-10-18,2025-10-25,Expired,Manual
3907,1907,9734092400,2017,2025-08-31,2026-08-31,Active,Auto
3908,1908,9275421825,2021,2026-05-11,2026-08-03,Expired,Manual
3909,1909,9912600675,2001,2026-03-06,2026-03-07,Expired,Manual
3910,1910,9881295136,2015,2026-02-17,2026-02-18,Expired,Auto
3911,1911,9856519072,2013,2026-02-13,2026-05-14,Expired,Auto
3912,1912,9645469135,2016,2025-12-03,2026-03-03,Expired,Auto
3913,1913,9142718067,2007,2026-04-01,2026-04-08,Expired,Auto
3914,1914,9900897051,2006,2026-06-05,2026-07-05,Expired,Auto
3915,1915,9455982650,2005,2026-04-11,2026-04-12,Expired,Auto
3916,1916,9435088568,2011,2026-06-04,2026-12-01,Active,Auto
3917,1917,9555420104,2022,2026-02-16,2026-03-18,Expired,Auto
3918,1918,9675186493,2017,2026-08-06,2027-08-06,Active,Auto
3919,1919,9686640704,2001,2025-08-13,2025-08-14,Expired,Auto
3920,1920,9330836010,2008,2026-03-04,2027-03-04,Active,Auto
3921,1921,9779978154,2005,2025-11-14,2025-11-15,Expired,Auto
3922,1922,9635295299,2004,2026-05-14,2026-07-09,Expired,Auto
3923,1923,9937196625,2010,2025-12-10,2026-06-08,Expired,Auto
3924,1924,9356224399,2017,2025-12-14,2026-12-14,Active,Auto
3925,1925,9644398064,2011,2026-05-06,2026-11-02,Active,Auto
3926,1926,9095714699,2019,2026-08-03,2027-01-30,Active,Auto
3927,1927,9344013321,2010,2026-01-24,2026-07-23,Expired,Manual
3928,1928,9460440138,2008,2025-11-27,2026-11-27,Active,Auto
3929,1929,9341257393,2007,2026-03-14,2026-03-21,Expired,Auto
3930,1930,9730729979,2004,2025-09-16,2025-11-11,Expired,Auto
3931,1931,9634513165,2013,2025-09-20,2025-12-19,Expired,Auto
3932,1932,9168507590,2002,2026-05-22,2026-05-29,Expired,Manual
3933,1933,9645417845,2019,2025-08-13,2026-02-09,Expired,Manual
3934,1934,9896366912,2021,2026-01-26,2026-04-20,Expired,Auto
3935,1935,9851820385,2005,2026-05-15,2026-05-16,Expired,Auto
3936,1936,9121139717,2021,2026-06-06,2026-08-29,Active,Auto
3937,1937,9427753446,2008,2025-12-20,2026-12-20,Active,Auto
3938,1938,9850489326,2022,2025-09-18,2025-10-18,Expired,Auto
3939,1939,9763566478,2024,2026-04-11,2026-04-18,Expired,Auto
3940,1940,9169326437,2015,2026-07-04,2026-07-05,Expired,Auto
3941,1941,9865185140,2024,2026-01-24,2026-01-31,Expired,Auto
3942,1942,9457517519,2013,2026-03-27,2026-06-25,Expired,Auto
3943,1943,9728547586,2002,2025-12-04,2025-12-11,Expired,Auto
3944,1944,9906522113,2015,2026-07-30,2026-07-31,Expired,Auto
3945,1945,9862651057,2009,2025-11-26,2025-12-03,Expired,Auto
3946,1946,9600869805,2021,2026-04-19,2026-07-12,Expired,Auto
3947,1947,9932103004,2019,2025-12-25,2026-06-23,Expired,Auto
3948,1948,9706989348,2003,2025-10-20,2026-01-18,Expired,Auto
3949,1949,9945424627,2022,2026-02-22,2026-03-24,Expired,Auto
3950,1950,9920546342,2005,2026-04-25,2026-04-26,Expired,Auto
3951,1951,9725946595,2017,2025-09-27,2026-09-27,Active,Manual
3952,1952,9431640300,2023,2026-01-11,2026-03-08,Expired,Manual
3953,1953,9806845698,2015,2025-08-24,2025-08-25,Expired,Auto
3954,1954,9548536502,2015,2025-10-23,2025-10-24,Expired,Auto
3955,1955,9991659092,2006,2026-01-12,2026-02-11,Expired,Auto
3956,1956,9733681770,2014,2025-12-08,2026-02-02,Expired,Auto
3957,1957,9395709451,2015,2025-09-22,2025-09-23,Expired,Auto
3958,1958,9537525786,2008,2026-05-05,2027-05-05,Active,Auto
3959,1959,9034026055,2025,2025-11-13,2025-11-14,Expired,Auto
3960,1960,9885621225,2017,2025-09-25,2026-09-25,Active,Auto
3961,1961,9853114272,2019,2025-09-05,2026-03-04,Expired,Auto
3962,1962,9141860149,2022,2026-07-16,2026-08-15,Active,Manual
3963,1963,9883987912,2018,2026-06-20,2026-08-15,Active,Auto
3964,1964,9600007643,2024,2026-03-04,2026-03-11,Expired,Auto
3965,1965,9073827036,2012,2026-06-20,2026-07-18,Expired,Auto
3966,1966,9996944401,2006,2026-05-21,2026-06-20,Expired,Manual
3967,1967,9014590644,2003,2026-02-25,2026-05-26,Expired,Auto
3968,1968,9213007439,2016,2026-06-02,2026-08-31,Active,Manual
3969,1969,9975245843,2022,2026-07-19,2026-08-18,Active,Auto
3970,1970,9248883849,2006,2025-10-03,2025-11-02,Expired,Auto
3971,1971,9282313639,2018,2026-06-04,2026-07-30,Expired,Manual
3972,1972,9230472880,2018,2025-10-16,2025-12-11,Expired,Auto
3973,1973,9234581156,2009,2025-10-21,2025-10-28,Expired,Auto
3974,1974,9737347016,2003,2026-01-20,2026-04-20,Expired,Manual
3975,1975,9878292863,2016,2026-06-13,2026-09-11,Active,Auto
3976,1976,9491534581,2015,2025-12-29,2025-12-30,Expired,Auto
3977,1977,9567082556,2022,2025-11-05,2025-12-05,Expired,Auto
3978,1978,9356264430,2007,2025-08-20,2025-08-27,Expired,Auto
3979,1979,9764666274,2007,2026-02-16,2026-02-23,Expired,Auto
3980,1980,9087839213,2013,2025-10-30,2026-01-28,Expired,Manual
3981,1981,9147450389,2005,2025-12-30,2025-12-31,Expired,Auto
3982,1982,9620370383,2005,2025-12-12,2025-12-13,Expired,Auto
3983,1983,9288974991,2022,2025-11-12,2025-12-12,Expired,Auto
3984,1984,9181222607,2022,2026-08-09,2026-09-08,Active,Auto
3985,1985,9374066522,2006,2026-05-31,2026-06-30,Expired,Auto
3986,1986,9100297432,2020,2026-01-31,2027-01-31,Active,Auto
3987,1987,9045768958,2013,2026-01-01,2026-04-01,Expired,Auto
3988,1988,9979932880,2008,2026-03-25,2027-03-25,Active,Manual
3989,1989,9108676030,2014,2025-10-20,2025-12-15,Expired,Auto
3990,1990,9786128893,2004,2025-10-11,2025-12-06,Expired,Auto
3991,1991,9098505926,2007,2026-07-07,2026-07-14,Expired,Auto
3992,1992,9190709640,2005,2026-05-24,2026-05-25,Expired,Manual
3993,1993,9527284966,2009,2025-12-17,2025-12-24,Expired,Manual
3994,1994,9448548158,2006,2025-12-28,2026-01-27,Expired,Auto
3995,1995,9445606160,2003,2026-04-05,2026-07-04,Expired,Auto
3996,1996,9498308937,2024,2026-05-17,2026-05-24,Expired,Auto
3997,1997,9085933854,2007,2025-11-25,2025-12-02,Expired,Auto
3998,1998,9846966750,2002,2026-04-18,2026-04-25,Expired,Manual
3999,1999,9112168601,2018,2025-08-14,2025-10-09,Expired,Auto
4000,2000,9720847062,2022,2025-11-21,2025-12-21,Expired,Auto
4001,2001,9230345583,2024,2026-01-11,2026-01-18,Expired,Manual
4002,2002,9852064349,2025,2026-06-07,2026-06-08,Expired,Auto
4003,2003,9377309012,2001,2026-03-19,2026-03-20,Expired,Auto
4004,2004,9527366290,2020,2026-05-14,2027-05-14,Active,Auto
4005,2005,9426622487,2017,2025-11-28,2026-11-28,Active,Auto
4006,2006,9983654556,2018,2026-05-22,2026-07-17,Expired,Auto
4007,2007,9669445142,2018,2026-02-26,2026-04-23,Expired,Auto
4008,2008,9574159426,2021,2025-11-12,2026-02-04,Expired,Auto
4009,2009,9167460172,2008,2026-04-14,2027-04-14,Active,Auto
4010,2010,9811712474,2004,2025-10-07,2025-12-02,Expired,Auto
4011,2011,9462786865,2018,2025-09-02,2025-10-28,Expired,Manual
4012,2012,9114600526,2013,2026-06-04,2026-09-02,Active,Auto
4013,2013,9428780802,2009,2026-02-04,2026-02-11,Expired,Auto
4014,2014,9133706007,2012,2025-12-31,2026-01-28,Expired,Auto
4015,2015,9511071231,2022,2026-06-02,2026-07-02,Expired,Manual
4016,2016,9744056667,2010,2025-08-31,2026-02-27,Expired,Auto
4017,2017,9994423776,2010,2026-01-21,2026-07-20,Expired,Auto
4018,2018,9446331140,2019,2026-04-03,2026-09-30,Active,Auto
4019,2019,9203205842,2015,2025-08-25,2025-08-26,Expired,Auto
4020,2020,9047616322,2012,2026-05-24,2026-06-21,Expired,Auto
4021,2021,9572054664,2019,2026-03-08,2026-09-04,Active,Manual
4022,2022,9239105152,2006,2026-07-02,2026-08-01,Expired,Manual
4023,2023,9426601811,2014,2025-11-17,2026-01-12,Expired,Auto
4024,2024,9380481498,2025,2026-01-19,2026-01-20,Expired,Auto
4025,2025,9805961284,2016,2026-05-02,2026-07-31,Expired,Auto
4026,2026,9706826673,2025,2026-07-23,2026-07-24,Expired,Auto
4027,2027,9978180673,2001,2026-05-05,2026-05-06,Expired,Auto
4028,2028,9302722320,2014,2025-11-16,2026-01-11,Expired,Manual
4029,2029,9275761147,2012,2025-11-12,2025-12-10,Expired,Auto
4030,2030,9679711118,2021,2025-12-26,2026-03-20,Expired,Auto
4031,2031,9721758190,2017,2025-08-31,2026-08-31,Active,Auto
4032,2032,9233660103,2004,2026-04-19,2026-06-14,Expired,Auto
4033,2033,9614746957,2025,2026-03-30,2026-03-31,Expired,Auto
4034,2034,9326104172,2002,2026-03-14,2026-03-21,Expired,Auto
4035,2035,9322719953,2019,2025-08-12,2026-02-08,Expired,Auto
4036,2036,9249843308,2009,2025-12-15,2025-12-22,Expired,Auto
4037,2037,9643945620,2010,2026-03-24,2026-09-20,Active,Manual
4038,2038,9791384703,2024,2026-05-28,2026-06-04,Expired,Manual
4039,2039,9389270348,2015,2026-03-28,2026-03-29,Expired,Auto
4040,2040,9983962374,2024,2025-11-19,2025-11-26,Expired,Auto
4041,2041,9152707815,2015,2026-04-27,2026-04-28,Expired,Manual
4042,2042,9483401426,2024,2026-04-23,2026-04-30,Expired,Manual
4043,2043,9770888384,2008,2026-07-12,2027-07-12,Active,Auto
4044,2044,9473222253,2006,2025-12-04,2026-01-03,Expired,Auto
4045,2045,9843341034,2008,2025-09-16,2026-09-16,Active,Manual
4046,2046,9773593633,2006,2026-05-21,2026-06-20,Expired,Auto
4047,2047,9573406557,2015,2025-12-02,2025-12-03,Expired,Auto
4048,2048,9440774688,2010,2026-05-31,2026-11-27,Active,Auto
4049,2049,9017498386,2016,2025-08-24,2025-11-22,Expired,Auto
4050,2050,9047322311,2016,2025-11-22,2026-02-20,Expired,Auto
4051,2051,9498400235,2007,2026-07-09,2026-07-16,Expired,Auto
4052,2052,9463668576,2002,2025-11-26,2025-12-03,Expired,Manual
4053,2053,9259087799,2022,2026-01-12,2026-02-11,Expired,Manual
4054,2054,9871034100,2025,2026-05-27,2026-05-28,Expired,Auto
4055,2055,9560097356,2018,2026-01-16,2026-03-13,Expired,Auto
4056,2056,9921469980,2021,2026-01-08,2026-04-02,Expired,Auto
4057,2057,9891083617,2001,2025-09-29,2025-09-30,Expired,Auto
4058,2058,9647547109,2013,2026-01-21,2026-04-21,Expired,Manual
4059,2059,9398809993,2005,2026-06-08,2026-06-09,Expired,Auto
4060,2060,9370869533,2002,2026-01-17,2026-01-24,Expired,Auto
4061,2061,9968039419,2008,2025-09-17,2026-09-17,Active,Auto
4062,2062,9377857775,2021,2026-01-07,2026-04-01,Expired,Auto
4063,2063,9832630587,2024,2025-08-23,2025-08-30,Expired,Auto
4064,2064,9515075130,2015,2025-12-26,2025-12-27,Expired,Auto
4065,2065,9758412604,2014,2026-08-08,2026-10-03,Active,Auto
4066,2066,9894317164,2015,2026-02-04,2026-02-05,Expired,Auto
4067,2067,9852780178,2020,2025-11-12,2026-11-12,Active,Manual
4068,2068,9406746988,2022,2026-06-18,2026-07-18,Expired,Auto
4069,2069,9493283580,2004,2025-08-26,2025-10-21,Expired,Auto
4070,2070,9515947915,2007,2025-09-22,2025-09-29,Expired,Auto
4071,2071,9426362705,2004,2026-07-16,2026-09-10,Active,Auto
4072,2072,9612196177,2024,2026-04-18,2026-04-25,Expired,Auto
4073,2073,9282756188,2014,2026-02-09,2026-04-06,Expired,Auto
4074,2074,9196487626,2024,2025-12-17,2025-12-24,Expired,Auto
4075,2075,9583261859,2024,2026-07-31,2026-08-07,Expired,Auto
4076,2076,9674276930,2023,2025-08-20,2025-10-15,Expired,Manual
4077,2077,9691333074,2005,2025-12-11,2025-12-12,Expired,Auto
4078,2078,9403565445,2022,2025-09-05,2025-10-05,Expired,Auto
4079,2079,9314936354,2010,2026-01-30,2026-07-29,Expired,Auto
4080,2080,9816924624,2013,2026-03-09,2026-06-07,Expired,Auto
4081,2081,9438301819,2011,2026-07-16,2027-01-12,Active,Auto
4082,2082,9806188014,2002,2026-08-08,2026-08-15,Active,Auto
4083,2083,9107589329,2010,2026-08-01,2027-01-28,Active,Auto
4084,2084,9261925139,2015,2026-05-05,2026-05-06,Expired,Auto
4085,2085,9649241604,2003,2026-06-18,2026-09-16,Active,Manual
4086,2086,9822818672,2015,2025-12-28,2025-12-29,Expired,Auto
4087,2087,9740236194,2022,2025-12-31,2026-01-30,Expired,Auto
4088,2088,9256318940,2006,2026-01-23,2026-02-22,Expired,Auto
4089,2089,9818603288,2024,2026-07-29,2026-08-05,Expired,Auto
4090,2090,9153954593,2014,2025-09-08,2025-11-03,Expired,Auto
4091,2091,9960035265,2019,2025-09-21,2026-03-20,Expired,Auto
4092,2092,9897468864,2020,2025-12-30,2026-12-30,Active,Manual
4093,2093,9857972103,2016,2025-10-18,2026-01-16,Expired,Auto
4094,2094,9481095383,2004,2026-07-09,2026-09-03,Active,Auto
4095,2095,9626534835,2003,2025-09-18,2025-12-17,Expired,Auto
4096,2096,9258124177,2016,2026-07-28,2026-10-26,Active,Auto
4097,2097,9612267016,2015,2026-01-03,2026-01-04,Expired,Manual
4098,2098,9148313134,2022,2026-01-26,2026-02-25,Expired,Auto
4099,2099,9399502473,2009,2026-05-07,2026-05-14,Expired,Auto
4100,2100,9086734425,2017,2025-09-02,2026-09-02,Active,Auto
4101,2101,9718463342,2014,2026-07-19,2026-09-13,Active,Auto
4102,2102,9770833235,2009,2026-08-02,2026-08-09,Active,Auto
4103,2103,9521083493,2013,2026-06-08,2026-09-06,Active,Auto
4104,2104,9911426376,2005,2025-12-25,2025-12-26,Expired,Auto
4105,2105,9173279402,2008,2026-01-14,2027-01-14,Active,Auto
4106,2106,9699484617,2021,2026-04-02,2026-06-25,Expired,Auto
4107,2107,9974476741,2025,2025-09-12,2025-09-13,Expired,Manual
4108,2108,9782560190,2013,2026-03-11,2026-06-09,Expired,Auto
4109,2109,9441846981,2023,2025-08-09,2025-10-04,Expired,Auto
4110,2110,9711304849,2009,2026-07-22,2026-07-29,Expired,Auto
4111,2111,9152777669,2005,2026-03-10,2026-03-11,Expired,Auto
4112,2112,9260090340,2011,2025-08-27,2026-02-23,Expired,Auto
4113,2113,9774389219,2008,2026-06-30,2027-06-30,Active,Auto
4114,2114,9427582923,2013,2026-02-22,2026-05-23,Expired,Auto
4115,2115,9181233002,2004,2026-07-03,2026-08-28,Active,Manual
4116,2116,9662330633,2025,2025-10-09,2025-10-10,Expired,Auto
4117,2117,9739996816,2011,2026-05-26,2026-11-22,Active,Manual
4118,2118,9148065394,2014,2025-08-23,2025-10-18,Expired,Manual
4119,2119,9401290907,2011,2025-08-15,2026-02-11,Expired,Auto
4120,2120,9863254577,2019,2025-11-19,2026-05-18,Expired,Auto
4121,2121,9148791684,2008,2026-01-25,2027-01-25,Active,Manual
4122,2122,9936325482,2017,2026-03-16,2027-03-16,Active,Auto
4123,2123,9782390064,2025,2026-02-22,2026-02-23,Expired,Manual
4124,2124,9645143560,2003,2026-05-19,2026-08-17,Active,Auto
4125,2125,9528445430,2023,2026-01-26,2026-03-23,Expired,Auto
4126,2126,9492459494,2024,2026-02-01,2026-02-08,Expired,Manual
4127,2127,9182374891,2004,2026-07-31,2026-09-25,Active,Auto
4128,2128,9882152260,2018,2025-12-06,2026-01-31,Expired,Auto
4129,2129,9581082032,2009,2026-03-24,2026-03-31,Expired,Auto
4130,2130,9304705811,2001,2026-04-30,2026-05-01,Expired,Auto
4131,2131,9200751886,2016,2025-12-28,2026-03-28,Expired,Auto
4132,2132,9894284201,2003,2026-06-23,2026-09-21,Active,Manual
4133,2133,9426694626,2017,2025-10-16,2026-10-16,Active,Manual
4134,2134,9753930809,2003,2026-05-04,2026-08-02,Expired,Manual
4135,2135,9836552200,2021,2025-08-16,2025-11-08,Expired,Auto
4136,2136,9958894190,2001,2026-06-23,2026-06-24,Expired,Manual
4137,2137,9265679931,2025,2026-05-22,2026-05-23,Expired,Auto
4138,2138,9377966414,2006,2026-01-15,2026-02-14,Expired,Auto
4139,2139,9686340799,2023,2026-06-01,2026-07-27,Expired,Auto
4140,2140,9181106569,2004,2026-05-27,2026-07-22,Expired,Auto
4141,2141,9526480539,2006,2026-08-02,2026-09-01,Active,Auto
4142,2142,9005122765,2023,2026-06-08,2026-08-03,Expired,Auto
4143,2143,9875416206,2024,2025-08-16,2025-08-23,Expired,Auto
4144,2144,9114759813,2010,2026-06-05,2026-12-02,Active,Manual
4145,2145,9840225052,2006,2026-01-10,2026-02-09,Expired,Manual
4146,2146,9811167262,2017,2026-03-20,2027-03-20,Active,Manual
4147,2147,9534037566,2017,2026-01-24,2027-01-24,Active,Auto
4148,2148,9941173721,2021,2026-01-30,2026-04-24,Expired,Auto
4149,2149,9983356172,2024,2025-10-30,2025-11-06,Expired,Auto
4150,2150,9928200032,2014,2025-09-15,2025-11-10,Expired,Auto
4151,2151,9479723140,2008,2026-05-22,2027-05-22,Active,Auto
4152,2152,9173360980,2019,2025-10-26,2026-04-24,Expired,Manual
4153,2153,9509668614,2013,2025-09-25,2025-12-24,Expired,Manual
4154,2154,9460203900,2023,2025-08-26,2025-10-21,Expired,Auto
4155,2155,9546552108,2024,2026-05-10,2026-05-17,Expired,Auto
4156,2156,9699381443,2021,2026-04-19,2026-07-12,Expired,Manual
4157,2157,9368475100,2008,2026-02-12,2027-02-12,Active,Auto
4158,2158,9839192936,2004,2025-08-22,2025-10-17,Expired,Auto
4159,2159,9455033418,2023,2026-03-20,2026-05-15,Expired,Auto
4160,2160,9691727530,2005,2026-02-15,2026-02-16,Expired,Auto
4161,2161,9585469699,2006,2026-06-09,2026-07-09,Expired,Auto
4162,2162,9794609564,2008,2026-07-30,2027-07-30,Active,Auto
4163,2163,9143736243,2012,2026-05-15,2026-06-12,Expired,Auto
4164,2164,9679384794,2013,2026-05-06,2026-08-04,Expired,Auto
4165,2165,9649096166,2004,2025-12-21,2026-02-15,Expired,Auto
4166,2166,9156010918,2001,2025-09-08,2025-09-09,Expired,Manual
4167,2167,9242730233,2008,2026-07-13,2027-07-13,Active,Manual
4168,2168,9711526064,2010,2025-11-13,2026-05-12,Expired,Auto
4169,2169,9032536933,2008,2025-10-11,2026-10-11,Active,Auto
